x001,x002,x003,x004,x005,x006,x007,x008,x009,x010,x011,x012,x013,x014,x015,x016,x017,x018,x019,x020,x021,x022,x023,x024,x025,x026,x027,x028,x029,x030,x031,x032,x033,x034,x035,x036,x037,x038,x039,x040,x041,x042,x043,x044,x045,x046,x047,x048,x049,x050,x051,x052,x053,x054,x055,x056,x057,x058,x059,x060,x061,x062,x063,x064,x065,x066,x067,x068,x069,x070,x071,x072,x073,x074,x075,x076,x077,x078,x079,x080,x081,x082,x083,x084,x085,x086,x087,x088,x089,x090,x091,x092,x093,x094,x095,x096,x097,x098,x099,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,x126,x127,x128,x129,x130,x131,x132,x133,x134,x135,x136,x137,x138,x139,x140,x141,x142,x143,x144,x145,x146,x147,x148,x149,x150,x151,x152,x153,x154,x155,x156,x157,x158,x159,x160,x161,x162,x163,x164,x165,x166,x167,x168,x169,x170,x171,x172,x173,x174,x175,x176,x177,x178,x179,x180,x181,x182,x183,x184,x185,x186,x187,x188,x189,x190,x191,x192,x193,x194,x195,x196,x197,x198,x199,x200,x201,x202,x203,x204,x205,x206,x207,x208,x209,x210,x211,x212,x213,x214,x215,x216,x217,x218,x219,x220,x221,x222,x223,x224,x225,x226,x227,x228,x229,x230,x231,x232,x233,x234,x235,x236,x237,x238,x239,x240,x241,x242,x243,x244,x245,x246,x247,x248,x249,x250,x251,x252,x253,x254,x255,x256,x257,x258,x259,x260,x261,x262,x263,x264,x265,x266,x267,x268,x269,x270,x271,x272,x273,x274,x275,x276,x277,x278,x279,x280,x281,x282,x283,x284,x285,x286,x287,x288,x289,x290,x291,x292,x293,x294,x295,x296,x297,x298,x299,x300,x301,x302,x303,x304,y
899088,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,1,2,9,0,1,1,2,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,2,0,1,1,1,2,2,0,0,0,0,0,0,0,0,0,847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,0,,0,0,0,0,0,,,,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,0,,0,,0,0,0,0,,0,,524
851021,,,,112,0,0,1,0,0,0,0,0,2,3,0,3,2,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,2,3,0,0,0,2,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,5,0,2,4,4,5,5,0,0,0,0,0,0,0,0,0,1862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,0,,0,0,0,0,0,,,,,0,0,0,0.1804,1353,1353,,0,0,0,0,0,0,1,1,1,0,0,,,,,0,0,,0,,0,,0,0,0,1,,0,,504
1128834,,,,75,0,0,0,0,0,1,5,0,0,6,0,6,2,0,0,0,0,0,4,0,0,0,0,0,0,4,0,1,1,2,4,0,1,1,2,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,4,0,0,2,2,4,4,3,0,0,2,2,3,3,3,3,2059,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,0,,0,0,0,0,0,,,,,0,0,0,0.2231,491,491,0.8927,0,0,0,0,0,0,0,0,0,0,0,9,,,,0,0,,0,,0,,0,0,0,0,,0,,527
1528282,149,25,70,204,0,0,1,0,3,1,1,3,5,14,5,9,6,5,9,3,4,3,3,1,1,1,2,3,5,1,0,0,0,1,1,0,0,0,1,0.8129,17400,3255,10000,400,1,0,0,0,0,0,0,0,2,0,0,0.873,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,0,0,0,0,1,14145,8026,10000,3255,149,25,76.6666,0,0,,0,1,1,1,1,1,1,2,1,0,1,0,90,90,90,44676,0.535,1,1,1,1,10335,30,30,30,0.5524,1,1,1,0.2859,69156,0,,0,0,0,69156,0,69156,1,1,1,1,0,1,30,30,30,10335,55011,0.5524,0,,10335,0.5524,1,1,1,0,,0,,746
1535363,,,,224,1,0,0,3,1,0,0,0,7,11,0,11,4,0,4,0,2,0,4,0,0,1,0,0,1,6,0,1,1,1,5,0,1,1,1,,0,0,300,300,0,0,0,0,0,0,0,0,0,0,1,,,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,4,0,3,4,4,4,1,0,0,1,1,1,0,1,0,0,0,1,38,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,,,0,0,0,0,0,0,0,0,0,823,440,300,0,,,,4,0,,0,0,0,0,1,0,0,0,0,0,,0,,,,0,,0,0,0,0,0,,,,,0,0,0,0.1096,823,823,1.2049,0,0,0,0,0,0,0,0,1,0,0,1,,,,0,0,,0,,0,,0,0,0,0,1,0,,537
1457598,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,3,0,0,0,0,1,2,1,0,0,0,0,0,0,3,1,581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,0,,0,0,0,0,0,,,,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,0,,0,,0,0,0,0,,0,,524
1557559,,,,51,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,6,0,0,0,0,3,5,0,0,0,0,0,0,0,6,0,6855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,0,,0,0,0,0,0,,,,,0,0,0,0.8994,510,510,0.8994,0,0,0,0,0,0,1,1,1,0,0,,,,,0,0,,0,,0,,0,0,0,0,,0,,512
929578,236,5,61,333,0,1,3,3,1,0,0,0,7,14,5,9,5,3,9,3,2,2,3,1,1,1,1,3,4,2,0,0,2,2,1,0,0,1,1,0.7076,12600,3683,11000,500,1,0,0,1,0,0,0,1,0,0,0,0.7913,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,2,8917,8705,11000,3683,236,12,90.3333,1,0,,0,1,1,1,1,0,1,1,0,0,1,0,,,,0,,0,0,0,1,7941,31,5,18,0.3292,1,1,1,0.0398,16858,0,,0,0,0,16858,0,16858,1,1,1,2,0,1,31,5,18,7941,7941,0.3292,0,,7941,0.3292,1,1,1,0,,0,,705
1395856,126,0,76,126,0,1,3,0,0,0,0,2,4,9,3,6,4,2,6,3,2,2,2,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,12100,12100,10000,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3,0,0,3600,1600,0,0,0,0,0,,0,1,1,1,1,0,0,0,0,0,,0,,,,0,,0,0,0,0,0,,,,,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,1,0,0,1,,,,0,0,,0,,0,,0,0,0,0,,0,,746
919654,364,65,184,397,0,0,0,2,1,3,5,3,12,26,5,21,7,2,10,4,2,1,16,0,1,1,0,8,6,2,0,0,0,1,2,0,0,0,1,0.7089,47900,13939,20000,300,0,0,0,1,0,1,0,0,0,2,0,0.995,0.3813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,3,3,2,2,0,0,0,33961,18881,20000,13939,364,93,214.5,0,0,,0,1,1,1,1,0,1,2,0,0,1,0,,,,0,,0,0,0,0,0,,,,,0,1,1,0.1029,41251,0,,0,0,0,41251,0,41251,1,1,1,1,0,1,65,65,65,7290,7290,0.8144,0,,7290,0.8144,1,1,1,0,,0,,651
1122888,,,,123,0,0,0,0,0,1,1,0,1,3,0,3,2,0,0,0,0,0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,4,0,0,0,0,1,3,2,0,0,0,0,0,2,3,2,1280,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,0,,0,0,0,0,0,,,,,1,1,1,0,0,0,,0,0,0,0,0,0,1,1,1,0,0,1,,,,0,0,,0,,0,,1,1,1,0,,0,,527
1340295,170,0,78,192,0,3,6,3,3,4,9,4,16,45,15,30,10,7,17,2,2,1,25,1,1,1,3,4,13,3,0,0,1,3,3,0,0,1,3,0.0026,2300,2294,2600,300,1,0,0,0,0,0,0,0,0,0,0,0.02,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,304,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,3,0,1,1,1,10,0,0,0,1,1,0,0,5,10,10,0,0,0,4,4,0,0,5,9,9,0,0,2,2,2,0,0,5,5,5,0,0,3,3,3,0,1,0,0,0,0,0,0,3,0,0,0,5,5,0,1,0,0,0,0,0,3,0,0,1,3,3,2,0,0,0,2,2,0,6,1,1,2,2,24,0,6,7,8,9,1,7,13,22,23,1,1,1,6,6,1,1,6,14,14,0,0,2,3,3,0,0,5,8,8,0,0,3,5,5,0.5,0.5,1,0,0,0,0,0,1,1,3,6,6,2600,2294,20,0,10,7,0,,0,1,1,1,1,1,1,3,1,0,3,1,80,80,80,74028,0.8645,1,1,1,1,19410,3,3,3,1.0019,1,1,1,0.4912,230901,0,0,0,0,0,230901,145517,85384,1,1,1,12,0,5,170,0,89.5,156867,230895,1.3158,71489,1.5646,85378,1.1611,1,1,1,1,5,120907,1.5283,662
962239,139,1,73,153,0,2,2,0,0,0,1,9,9,21,7,14,5,4,4,1,1,1,15,1,1,0,1,1,0,5,1,3,4,5,5,1,3,4,5,0.1719,500,414,500,300,0,1,0,0,0,0,0,0,0,0,0,0.1719,0.1719,11,0,1,1,1,6,8,1,0,0,0,0,1,1,7,1,5334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,85,0,0,0,0,0,0,0,5,0,0,4,1,25,0,0,4,4,9,4,4,9,14,23,0,0,1,3,4,4,4,5,10,14,4,4,4,6,7,4,4,4,7,10,0,0,0,1,3,0,,0,0,0,0,0,0,5,0,0,5,10,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,6,4,53,0,0,4,4,9,4,4,9,14,23,0,0,1,3,4,4,4,5,10,14,4,4,4,6,7,4,4,4,7,10,0,0,0,1,3,1,1,0,0,0,0,0,0,1,1,1,86,86,500,414,1,1,1,0,0,,0,1,1,1,1,1,1,1,1,0,5,1,139,139,139,20842,0.4434,1,1,1,1,7890,1,1,1,1,1,1,1,0.3421,48451,0,0,0,4,4,48451,40475,7976,1,1,1,5,0,5,98,1,74.5999,27523,48365,0.9868,19633,0.9816,7890,1,1,1,1,1,5,19633,0.9816,604
1570171,169,1,86,169,0,1,4,1,2,1,3,3,12,26,11,15,6,4,9,8,2,2,9,1,1,1,8,9,5,9,0,1,1,5,6,0,1,1,2,0.6191,17800,6780,4100,500,0,0,0,0,1,1,0,2,1,2,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,4,4,0,0,0,6,0,0,1,6,6,0,0,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,6,0,0,1,6,6,0,0,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.875,0.875,7,5,1,0,0,0,1,1,2,11020,3321,4100,6780,169,1,115.25,4,0,,0,1,1,1,1,1,1,8,1,0,1,0,13,13,13,197951,0.9823,1,1,1,1,31968,9,9,9,0.9081,1,1,1,0.2082,240939,0,,0,0,0,240939,5027,235912,1,1,1,2,0,1,9,9,9,31968,229919,0.9081,0,,31968,0.9081,1,1,1,0,,0,,635
1175944,136,1,49,136,0,1,2,2,0,0,1,1,2,8,6,2,4,2,4,4,1,1,3,0,1,1,0,1,4,4,0,0,0,1,4,0,0,0,1,0.8505,1900,284,700,300,0,0,0,0,0,0,1,0,0,1,2,1.0066,0.6157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2,1616,502,700,284,15,1,9.25,1,0,,0,1,1,1,1,0,0,0,0,0,,0,,,,0,,0,0,0,0,0,,,,,0,0,0,0.4218,5028,970,1,0,0,0,4058,502,3556,1,1,1,2,0,1,136,121,128.5,2442,2442,1.221,0,,2442,1.221,1,1,1,0,1,2442,1.221,571
1125615,26,23,24,45,1,0,0,2,2,3,0,0,0,7,2,5,7,2,3,1,3,1,3,0,1,1,0,1,2,15,0,0,0,0,2,0,0,0,0,0.3182,2300,1568,2300,400,0,0,0,1,0,0,0,0,0,0,2,0.3182,0.3182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,1,3,3,2,0,1,1,2,2,0,1,0,0,0,1,11,0,0,0,0,0,4,9,11,11,11,0,0,0,0,0,4,9,11,11,11,0,1,2,2,2,4,9,11,11,11,4,8,9,9,9,1,1,1,1,0,0,0,0,0,0,0,2075,793,2300,1568,26,26,26,2,0,,0,1,1,1,1,0,0,0,0,0,,0,,,,0,,0,0,0,1,0,23,23,23,,0,0,0,0.2242,2728,1996,0.2036,0,0,0,732,0,732,1,1,1,1,0,5,23,23,23,0,0,,0,,0,,1,1,1,1,5,0,,585
838840,9,1,4,9,0,2,5,0,0,0,0,0,0,5,3,2,2,2,3,2,1,1,2,0,1,1,0,2,3,3,0,0,1,3,2,0,0,1,2,0.0361,10000,9639,5000,5000,1,0,0,0,0,0,0,0,0,0,0,0.0722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,2,2,2,0,0,0,0,1,3,361,361,5000,9639,9,3,6,0,0,,0,1,1,1,1,0,0,0,0,0,,0,,,,0,,0,0,0,1,25846,1,1,1,1,1,1,1,0.378,26207,0,,0,0,0,26207,0,26207,1,1,1,1,0,1,1,1,1,25846,25846,1,0,,25846,1,1,1,1,0,,0,,717
1416524,204,6,110,204,0,0,1,0,0,0,2,2,5,10,4,6,4,3,8,3,3,2,0,1,0,1,1,0,6,4,0,0,0,4,2,0,0,0,2,0.1198,38200,33620,20000,100,2,1,0,0,0,0,0,0,0,0,0,0.1969,0.071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3,3,2,1,0,0,0,4580,2501,20000,33620,204,65,145.3333,0,0,,0,1,1,1,1,1,1,1,1,0,1,0,6,6,6,181085,0.9908,1,1,1,0,0,,,,,0,0,0,0.7316,185665,0,,0,0,0,185665,0,185665,1,1,1,0,0,,,,,0,181085,,0,,0,,0,0,0,0,,0,,806
1538915,174,9,105,223,0,0,1,3,0,2,1,2,16,25,7,18,3,3,22,6,2,2,0,1,0,1,2,0,13,3,0,0,0,0,3,0,0,0,0,0.7911,3500,731,4600,100,0,0,0,1,0,0,2,2,0,2,1,0.9559,0.31,2,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,5818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,1,1,3,2,0,0,1,19,0,0,1,2,4,4,10,13,17,19,0,0,2,2,2,4,10,12,15,15,0,1,1,2,2,4,10,10,13,13,4,9,9,11,11,0,2,0,0,0,1,3,1,5,4,10,13,16,16,0,,0,0,0,0,0,3,0,0,1,2,3,2,0,0,1,2,2,0,6,3,0,1,2,39,0,0,1,4,8,4,10,13,20,26,0,0,2,3,4,4,10,12,16,18,0,1,1,2,3,4,10,10,13,14,4,9,9,11,11,1,1,0,0,0,0,0,0,0,0,1,8677,5520,4600,731,174,9,102.1666,7,0,,0,1,1,1,1,1,1,2,1,1,5,2,122,122,122,283922,1.1427,1,1,1,0,0,,,,,0,0,0,0.5602,292599,289830,1.1408,1,1,1,286691,284663,2028,1,1,1,0,0,,,,,0,283922,,0,,0,,0,0,0,0,,0,,567
802915,144,0,32,144,1,2,3,2,6,1,1,0,1,14,8,6,8,5,10,6,4,3,3,0,0,1,0,0,8,10,1,4,4,7,8,1,3,3,5,0.0321,31675,30657,25000,300,4,1,0,0,0,0,0,0,0,0,0,0.1777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8333,0.8333,5,1,1,1,1,1,1,1,2,1018,569,25000,30657,144,0,41.1666,0,0,,0,1,1,1,1,0,0,0,0,0,,0,,,,0,,0,0,0,0,0,,,,,0,0,0,0.2627,12267,0,,0,0,0,12267,0,12267,1,1,1,2,0,1,14,1,7.5,11249,11249,0.9096,0,,11249,0.9096,1,1,1,0,,0,,725
854407,109,1,47,286,0,1,2,0,1,6,2,1,11,23,7,16,8,4,13,6,3,3,2,1,1,1,7,2,6,3,0,2,2,3,3,0,2,2,3,0.2957,44500,31341,17300,100,3,1,1,0,0,0,1,0,0,0,0,0.6147,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,4,3,2,2,2,0,0,1,13159,10451,17300,31341,109,7,55.5,0,0,,0,1,1,1,1,1,1,7,1,0,5,1,1,1,1,162000,1,1,1,1,0,0,,,,,0,0,0,0.1937,175159,0,0,0,0,0,175159,0,175159,1,1,1,0,0,1,,,,0,162000,,0,,0,,0,0,0,0,,0,,690
